date,vix,vix3m,vx1,vx2,vx3,vrp_vix_vx1,term_vix3m_vix,slope_vx2_vx1
2020-01-29,16.39,17.03,16.68,16.8,17.11,-0.28999999999999915,0.6400000000000006,0.120000000000001
2020-01-30,15.49,16.59,16.08,16.43,16.73,-0.5899999999999981,1.0999999999999996,0.3500000000000014
2020-01-31,18.84,18.63,18.23,17.73,17.83,0.6099999999999994,-0.21000000000000085,-0.5
2020-02-03,17.97,18.04,17.98,17.43,17.48,-0.010000000000001563,0.07000000000000028,-0.5500000000000007
2020-02-04,16.05,16.7,16.53,16.53,16.78,-0.4800000000000004,0.6499999999999986,0.0
2020-02-05,15.15,16.11,15.73,16.13,16.53,-0.5800000000000001,0.9599999999999991,0.3999999999999986
2020-02-06,14.96,15.89,15.58,15.98,16.38,-0.6199999999999992,0.9299999999999997,0.40000000000000036
2020-02-07,15.47,16.29,16.03,16.23,16.73,-0.5600000000000005,0.8199999999999985,0.1999999999999993
2020-02-10,15.04,16.13,15.63,15.98,16.48,-0.5900000000000016,1.0899999999999999,0.34999999999999964
2020-02-11,15.18,16.14,15.63,15.93,16.48,-0.45000000000000107,0.9600000000000009,0.29999999999999893
2020-02-12,13.74,15.36,14.48,15.33,16.13,-0.7400000000000002,1.6199999999999992,0.8499999999999996
2020-02-13,14.15,15.68,14.83,15.58,16.33,-0.6799999999999997,1.5299999999999994,0.75
2020-02-14,13.68,15.5,14.43,15.43,16.13,-0.75,1.8200000000000003,1.0
2020-02-17,13.68,,,,,,,
2020-02-18,14.83,16.1,14.88,15.83,16.53,-0.05000000000000071,1.2700000000000014,0.9499999999999993
2020-02-19,14.38,15.82,15.38,16.33,16.53,-1.0,1.4399999999999995,0.9499999999999975
2020-02-20,15.56,16.6,16.08,16.83,16.83,-0.5199999999999978,1.040000000000001,0.75
2020-02-21,17.08,17.61,16.93,17.33,17.18,0.14999999999999858,0.5300000000000011,0.3999999999999986
2020-02-24,25.03,21.92,20.08,19.38,18.43,4.950000000000003,-3.1099999999999994,-0.6999999999999993
2020-02-25,27.85,23.86,22.23,20.88,19.58,5.620000000000001,-3.990000000000002,-1.3500000000000014
2020-02-26,27.56,23.7,22.33,20.98,19.73,5.23,-3.8599999999999994,-1.3499999999999979
2020-02-27,39.16,29.92,26.28,23.53,21.78,12.879999999999995,-9.239999999999995,-2.75
2020-02-28,40.11,29.85,26.33,23.03,21.28,13.780000000000001,-10.259999999999998,-3.299999999999997
2020-03-02,33.42,27.7,26.28,23.33,21.28,7.140000000000001,-5.720000000000002,-2.950000000000003
2020-03-03,36.82,30.17,29.18,25.53,22.83,7.640000000000001,-6.649999999999999,-3.6499999999999986
2020-03-04,31.99,27.51,27.43,24.63,22.38,4.559999999999999,-4.479999999999997,-2.8000000000000007
2020-03-05,39.62,32.57,31.88,27.53,24.68,7.739999999999998,-7.049999999999997,-4.349999999999998
2020-03-06,41.94,35.46,35.78,30.33,26.28,6.159999999999997,-6.479999999999997,-5.450000000000003
2020-03-09,54.46,43.05,44.38,36.23,30.08,10.079999999999998,-11.410000000000004,-8.150000000000006
2020-03-10,47.3,39.44,41.83,34.78,29.53,5.469999999999999,-7.859999999999999,-7.049999999999997
2020-03-11,53.9,44.37,46.35,38.58,32.23,7.549999999999997,-9.530000000000001,-7.770000000000003
2020-03-12,75.47,57.24,58.3,45.83,36.58,17.17,-18.229999999999997,-12.469999999999999
2020-03-13,57.83,48.31,53.43,43.9,34.53,4.399999999999999,-9.519999999999996,-9.530000000000001
2020-03-16,82.69,67.7,72.63,59.15,44.88,10.060000000000002,-14.989999999999995,-13.479999999999997
2020-03-17,75.91,65.27,68.83,61.43,48.7,7.079999999999998,-10.64,-7.399999999999999
2020-03-18,76.45,72.98,70.48,59.93,51.5,5.969999999999999,-3.469999999999999,-10.550000000000004
2020-03-19,72.0,69.47,66.3,58.98,50.4,5.700000000000003,-2.530000000000001,-7.32
2020-03-20,66.04,65.59,61.53,56.63,49.73,4.510000000000005,-0.45000000000000284,-4.899999999999999
2020-03-23,61.59,56.64,49.45,45.33,40.35,12.14,-4.950000000000003,-4.1200000000000045
2020-03-24,61.67,52.11,48.25,40.15,35.7,13.420000000000002,-9.560000000000002,-8.100000000000001
2020-03-25,63.95,53.85,51.28,44.53,39.25,12.670000000000002,-10.100000000000001,-6.75
2020-03-26,61.0,49.79,45.88,39.65,35.53,15.119999999999997,-11.21,-6.230000000000004
2020-03-27,65.54,55.75,53.43,44.83,39.45,12.110000000000007,-9.790000000000006,-8.600000000000001
2020-03-30,57.08,51.26,49.78,42.75,38.18,7.299999999999997,-5.82,-7.030000000000001
2020-03-31,53.54,48.32,46.78,40.93,37.23,6.759999999999998,-5.219999999999999,-5.850000000000001
2020-04-01,57.06,51.17,51.33,44.63,40.38,5.730000000000004,-5.890000000000001,-6.699999999999996
2020-04-02,50.91,47.3,47.18,42.03,38.35,3.729999999999997,-3.6099999999999994,-5.149999999999999
2020-04-03,46.8,44.84,44.93,40.9,37.93,1.8699999999999974,-1.9599999999999937,-4.030000000000001
2020-04-06,45.24,43.09,41.78,37.93,35.88,3.460000000000001,-2.1499999999999986,-3.8500000000000014
2020-04-07,46.7,43.42,44.03,39.68,36.68,2.6700000000000017,-3.280000000000001,-4.350000000000001
2020-04-08,43.35,41.59,42.38,38.3,36.08,0.9699999999999989,-1.759999999999998,-4.080000000000005
2020-04-09,41.67,40.61,41.28,36.93,34.65,0.39000000000000057,-1.0600000000000023,-4.350000000000001
2020-04-10,41.67,,,,,,,
2020-04-13,41.17,39.97,40.58,36.13,33.83,0.5900000000000034,-1.2000000000000028,-4.449999999999996
2020-04-14,37.76,36.46,37.88,32.98,32.05,-0.12000000000000455,-1.2999999999999972,-4.900000000000006
2020-04-15,40.84,39.28,36.58,34.58,33.08,4.260000000000005,-1.5600000000000023,-2.0
2020-04-16,40.11,39.21,36.53,34.43,33.08,3.5799999999999983,-0.8999999999999986,-2.1000000000000014
2020-04-17,38.15,37.28,34.58,33.08,31.93,3.5700000000000003,-0.8699999999999974,-1.5
2020-04-20,43.83,40.97,39.08,36.23,34.43,4.75,-2.8599999999999994,-2.8500000000000014
2020-04-21,45.41,43.28,41.78,38.68,36.43,3.6299999999999955,-2.1299999999999955,-3.1000000000000014
2020-04-22,41.98,40.92,39.63,37.38,35.43,2.3499999999999943,-1.0599999999999952,-2.25
2020-04-23,41.38,40.86,39.73,37.73,35.68,1.6500000000000057,-0.5200000000000031,-2.0
2020-04-24,35.93,37.81,36.78,35.58,34.18,-0.8500000000000014,1.8800000000000026,-1.2000000000000028
2020-04-27,33.29,35.33,33.88,33.48,32.58,-0.5900000000000034,2.039999999999999,-0.4000000000000057
2020-04-28,33.57,35.37,34.18,33.83,32.78,-0.6099999999999994,1.7999999999999972,-0.3500000000000014
2020-04-29,31.23,33.33,31.93,31.78,31.13,-0.6999999999999993,2.099999999999998,-0.14999999999999858
2020-04-30,34.15,35.05,33.98,33.23,32.08,0.1700000000000017,0.8999999999999986,-0.75
2020-05-01,37.19,37.97,37.35,35.98,34.23,-0.1600000000000037,0.7800000000000011,-1.3700000000000045
2020-05-04,35.97,37.0,35.68,34.98,33.73,0.28999999999999915,1.0300000000000011,-0.7000000000000028
2020-05-05,33.61,35.52,34.03,33.78,32.83,-0.4200000000000017,1.9100000000000037,-0.25
2020-05-06,34.12,35.68,34.78,34.58,33.58,-0.6600000000000037,1.5600000000000023,-0.20000000000000284
2020-05-07,31.44,34.01,32.13,32.63,32.08,-0.6900000000000013,2.5699999999999967,0.5
2020-05-08,27.98,31.64,29.33,30.73,30.58,-1.3499999999999979,3.66,1.4000000000000021
2020-05-11,27.57,30.39,27.83,29.03,29.43,-0.259999999999998,2.8200000000000003,1.2000000000000028
2020-05-12,33.04,34.26,33.08,32.93,32.33,-0.03999999999999915,1.2199999999999989,-0.14999999999999858
2020-05-13,35.28,36.51,35.08,34.93,33.83,0.20000000000000284,1.2299999999999969,-0.14999999999999858
2020-05-14,32.61,34.9,32.38,32.93,32.63,0.22999999999999687,2.289999999999999,0.5499999999999972
2020-05-15,31.89,34.51,32.13,32.73,32.58,-0.240000000000002,2.6199999999999974,0.5999999999999943
2020-05-18,29.3,31.77,28.93,30.1,30.4,0.370000000000001,2.469999999999999,1.1700000000000017
2020-05-19,30.53,32.81,30.75,32.08,31.78,-0.21999999999999886,2.280000000000001,1.3299999999999983
2020-05-20,27.99,31.11,29.78,30.58,30.33,-1.7900000000000027,3.120000000000001,0.7999999999999972
2020-05-21,29.53,32.38,31.03,31.63,31.23,-1.5,2.8500000000000014,0.5999999999999979
2020-05-22,28.16,31.54,30.38,31.08,30.8,-2.219999999999999,3.379999999999999,0.6999999999999993
2020-05-25,28.16,,,,,,,
2020-05-26,28.01,30.85,29.63,30.48,30.18,-1.6199999999999974,2.84,0.8500000000000014
2020-05-27,27.62,30.19,29.08,30.08,29.83,-1.4599999999999973,2.5700000000000003,1.0
2020-05-28,28.59,31.21,30.33,31.13,30.68,-1.7399999999999984,2.620000000000001,0.8000000000000007
2020-05-29,27.51,30.27,28.83,30.18,30.03,-1.3199999999999967,2.759999999999998,1.3500000000000014
2020-06-01,28.23,30.92,29.53,30.78,30.48,-1.3000000000000007,2.6900000000000013,1.25
2020-06-02,26.84,29.93,28.23,30.03,29.88,-1.3900000000000006,3.09,1.8000000000000007
2020-06-03,25.66,28.91,27.0,29.08,29.03,-1.3399999999999999,3.25,2.0799999999999983
2020-06-04,25.81,28.85,26.73,28.73,28.68,-0.9200000000000017,3.0400000000000027,2.0
2020-06-05,24.52,27.42,25.33,27.18,27.23,-0.8099999999999987,2.900000000000002,1.8500000000000014
2020-06-08,25.81,28.08,26.03,27.93,27.93,-0.22000000000000242,2.2699999999999996,1.8999999999999986
2020-06-09,27.57,29.67,27.63,29.58,29.1,-0.05999999999999872,2.1000000000000014,1.9499999999999993
2020-06-10,27.57,29.57,27.48,29.03,28.8,0.08999999999999986,2.0,1.5500000000000007
2020-06-11,40.79,40.43,40.63,39.68,36.78,0.1599999999999966,-0.35999999999999943,-0.9500000000000028
2020-06-12,36.09,38.05,35.08,34.83,33.68,1.0100000000000051,1.9599999999999937,-0.25
2020-06-15,34.4,36.43,33.9,34.08,33.13,0.5,2.030000000000001,0.17999999999999972
2020-06-16,33.67,35.8,33.1,33.63,33.23,0.5700000000000003,2.1299999999999955,0.5300000000000011
2020-06-17,33.47,35.72,33.63,33.28,32.68,-0.1600000000000037,2.25,-0.3500000000000014
2020-06-18,32.94,35.14,33.58,33.38,32.93,-0.6400000000000006,2.200000000000003,-0.19999999999999574
2020-06-19,35.12,36.68,35.28,34.73,34.23,-0.1600000000000037,1.5600000000000023,-0.5500000000000043
2020-06-22,31.77,33.75,31.63,31.68,31.73,0.14000000000000057,1.9800000000000004,0.05000000000000071
2020-06-23,31.37,33.06,31.93,31.93,31.73,-0.5599999999999987,1.6900000000000013,0.0
2020-06-24,33.84,35.39,33.58,33.48,33.23,0.2600000000000051,1.5499999999999972,-0.10000000000000142
2020-06-25,32.22,34.09,32.18,32.33,32.33,0.03999999999999915,1.8700000000000045,0.14999999999999858
2020-06-26,34.73,35.8,34.53,34.48,34.23,0.19999999999999574,1.0700000000000003,-0.05000000000000426
2020-06-29,31.78,33.91,32.33,32.83,32.78,-0.5499999999999972,2.1299999999999955,0.5
2020-06-30,30.43,32.52,30.88,31.83,31.78,-0.4499999999999993,2.0900000000000034,0.9499999999999993
2020-07-01,28.62,31.68,29.83,30.83,30.93,-1.2099999999999973,3.0599999999999987,1.0
2020-07-02,27.68,30.87,29.08,30.08,30.23,-1.3999999999999986,3.1900000000000013,1.0
2020-07-03,27.68,,,,,,,
2020-07-06,27.94,30.98,29.25,30.2,30.28,-1.3099999999999987,3.039999999999999,0.9499999999999993
2020-07-07,29.43,32.07,30.58,31.13,31.03,-1.1499999999999986,2.6400000000000006,0.5500000000000007
2020-07-08,28.08,31.19,29.53,30.43,30.53,-1.4500000000000028,3.110000000000003,0.8999999999999986
2020-07-09,29.26,32.06,30.23,31.23,31.4,-0.9699999999999989,2.8000000000000007,1.0
2020-07-10,27.29,31.02,28.78,30.33,30.88,-1.490000000000002,3.7300000000000004,1.5499999999999972
2020-07-13,32.19,34.54,31.83,32.98,33.23,0.35999999999999943,2.3500000000000014,1.1499999999999986
2020-07-14,29.52,32.56,29.63,31.28,31.68,-0.10999999999999943,3.0400000000000027,1.6500000000000021
2020-07-15,27.76,31.56,28.33,30.38,31.18,-0.5699999999999967,3.799999999999997,2.0500000000000007
2020-07-16,28.0,31.55,28.13,30.28,31.08,-0.129999999999999,3.5500000000000007,2.150000000000002
2020-07-17,25.68,30.37,26.43,28.98,30.18,-0.75,4.690000000000001,2.5500000000000007
2020-07-20,24.46,29.1,24.73,27.53,28.98,-0.2699999999999996,4.640000000000001,2.8000000000000007
2020-07-21,24.84,29.47,24.78,27.83,29.33,0.05999999999999872,4.629999999999999,3.049999999999997
2020-07-22,24.32,29.05,27.25,29.13,31.25,-2.9299999999999997,4.73,1.879999999999999
2020-07-23,26.08,30.25,28.78,30.28,32.18,-2.700000000000003,4.170000000000002,1.5
2020-07-24,25.84,30.56,28.73,30.53,32.53,-2.8900000000000006,4.719999999999999,1.8000000000000007
2020-07-27,24.74,30.0,27.53,29.93,32.13,-2.7900000000000027,5.260000000000002,2.3999999999999986
2020-07-28,25.44,30.1,27.53,29.88,32.23,-2.09,4.66,2.349999999999998
2020-07-29,24.1,29.29,26.78,29.48,31.93,-2.6799999999999997,5.189999999999998,2.6999999999999993
2020-07-30,24.76,29.76,27.18,29.83,32.18,-2.419999999999998,5.0,2.6499999999999986
2020-07-31,24.46,29.71,26.83,29.63,32.13,-2.3699999999999974,5.25,2.8000000000000007
2020-08-03,24.28,29.66,26.78,29.38,31.85,-2.5,5.379999999999999,2.599999999999998
2020-08-04,23.76,29.09,25.88,28.43,30.98,-2.1199999999999974,5.329999999999998,2.5500000000000007
2020-08-05,22.99,28.6,25.33,28.13,30.78,-2.34,5.610000000000003,2.8000000000000007
2020-08-06,22.65,28.2,24.88,27.88,30.43,-2.2300000000000004,5.550000000000001,3.0
2020-08-07,22.21,28.28,24.63,27.83,30.53,-2.419999999999998,6.07,3.1999999999999993
2020-08-10,22.13,28.05,23.78,27.13,30.03,-1.6500000000000021,5.920000000000002,3.349999999999998
2020-08-11,24.03,29.17,24.93,28.18,30.98,-0.8999999999999986,5.140000000000001,3.25
2020-08-12,22.28,28.12,23.28,26.88,30.03,-1.0,5.84,3.599999999999998
2020-08-13,22.13,28.17,23.23,26.83,30.03,-1.1000000000000014,6.040000000000003,3.599999999999998
2020-08-14,22.05,28.37,23.28,26.98,30.05,-1.2300000000000004,6.32,3.6999999999999993
2020-08-17,21.35,27.45,21.78,25.83,29.13,-0.4299999999999997,6.099999999999998,4.049999999999997
2020-08-18,21.51,27.35,21.78,25.48,28.83,-0.2699999999999996,5.84,3.6999999999999993
2020-08-19,22.54,28.11,26.23,29.38,28.68,-3.6900000000000013,5.57,3.1499999999999986
2020-08-20,22.72,28.13,25.88,29.23,28.58,-3.16,5.41,3.3500000000000014
2020-08-21,22.54,28.17,25.93,29.58,28.88,-3.3900000000000006,5.630000000000003,3.6499999999999986
2020-08-24,22.37,28.1,25.83,29.58,28.9,-3.4599999999999973,5.73,3.75
2020-08-25,22.03,27.91,25.48,29.48,28.83,-3.4499999999999993,5.879999999999999,4.0
2020-08-26,23.27,28.7,26.08,30.38,29.63,-2.8099999999999987,5.43,4.300000000000001
2020-08-27,24.47,29.93,27.03,31.33,30.23,-2.5600000000000023,5.460000000000001,4.299999999999997
2020-08-28,22.96,29.62,26.95,31.68,30.45,-3.9899999999999984,6.66,4.73
2020-08-31,26.41,31.85,27.88,33.23,31.63,-1.4699999999999989,5.440000000000001,5.349999999999998
2020-09-01,26.12,32.1,28.33,33.53,31.88,-2.2099999999999973,5.98,5.200000000000003
2020-09-02,26.57,32.67,28.88,35.33,33.63,-2.3099999999999987,6.100000000000001,6.449999999999999
2020-09-03,33.6,37.63,33.88,39.03,35.15,-0.28000000000000114,4.030000000000001,5.149999999999999
2020-09-04,30.75,34.75,29.65,36.18,33.8,1.1000000000000014,4.0,6.530000000000001
2020-09-07,30.75,,,,,,,
2020-09-08,31.46,34.31,30.23,34.63,31.83,1.2300000000000004,2.8500000000000014,4.400000000000002
2020-09-09,28.81,32.12,28.38,33.23,31.33,0.4299999999999997,3.3099999999999987,4.849999999999998
2020-09-10,29.71,32.92,28.78,32.68,30.88,0.9299999999999997,3.210000000000001,3.8999999999999986
2020-09-11,26.87,31.13,26.33,31.88,30.58,0.5400000000000027,4.259999999999998,5.550000000000001
2020-09-14,25.85,30.48,25.73,31.38,30.15,0.120000000000001,4.629999999999999,5.649999999999999
2020-09-15,25.59,30.27,25.38,30.43,30.33,0.21000000000000085,4.68,5.050000000000001
2020-09-16,26.04,30.57,30.53,30.78,29.98,-4.490000000000002,4.530000000000001,0.25
2020-09-17,26.46,30.75,29.83,30.58,30.15,-3.3699999999999974,4.289999999999999,0.75
2020-09-18,25.83,30.46,30.08,30.68,30.03,-4.25,4.630000000000003,0.6000000000000014
2020-09-21,27.78,31.64,31.23,31.68,30.95,-3.4499999999999993,3.8599999999999994,0.4499999999999993
2020-09-22,26.86,31.67,31.38,32.18,31.23,-4.52,4.810000000000002,0.8000000000000007
2020-09-23,28.58,33.28,32.48,33.33,31.88,-3.8999999999999986,4.700000000000003,0.8500000000000014
2020-09-24,28.51,33.06,32.23,33.68,32.03,-3.7199999999999953,4.550000000000001,1.4500000000000028
2020-09-25,26.38,32.03,31.23,32.93,31.33,-4.850000000000001,5.650000000000002,1.6999999999999993
2020-09-28,26.19,31.74,30.83,32.98,30.95,-4.639999999999997,5.549999999999997,2.1499999999999986
2020-09-29,26.27,31.09,29.78,32.08,30.48,-3.5100000000000016,4.82,2.299999999999997
2020-09-30,26.37,31.64,30.38,32.88,30.93,-4.009999999999998,5.27,2.5000000000000036
2020-10-01,26.7,31.72,30.68,32.48,31.08,-3.9800000000000004,5.02,1.7999999999999972
2020-10-02,27.63,32.39,32.08,33.18,31.68,-4.449999999999999,4.760000000000002,1.1000000000000014
2020-10-05,27.96,31.28,30.83,32.23,30.78,-2.8699999999999974,3.3200000000000003,1.3999999999999986
2020-10-06,29.48,31.88,31.23,32.23,30.83,-1.75,2.3999999999999986,0.9999999999999964
2020-10-07,28.06,30.7,30.03,31.73,30.23,-1.9700000000000024,2.6400000000000006,1.6999999999999993
2020-10-08,26.36,29.49,28.13,30.43,29.28,-1.7699999999999996,3.129999999999999,2.3000000000000007
2020-10-09,25.0,28.28,26.88,29.03,28.03,-1.879999999999999,3.280000000000001,2.150000000000002
2020-10-12,25.07,27.98,26.33,28.58,27.68,-1.259999999999998,2.91,2.25
2020-10-13,26.07,28.35,26.78,28.58,27.73,-0.7100000000000009,2.280000000000001,1.7999999999999972
2020-10-14,26.4,28.24,27.08,28.2,27.5,-0.6799999999999997,1.8399999999999999,1.120000000000001
2020-10-15,26.97,28.72,27.58,28.88,27.95,-0.6099999999999994,1.75,1.3000000000000007
2020-10-16,27.41,29.21,27.88,29.03,28.33,-0.46999999999999886,1.8000000000000007,1.1500000000000021
2020-10-19,29.18,30.4,29.18,30.23,29.18,0.0,1.2199999999999989,1.0500000000000007
2020-10-20,29.35,30.11,29.28,29.98,29.35,0.07000000000000028,0.759999999999998,0.6999999999999993
2020-10-21,28.65,29.61,29.23,28.83,28.23,-0.5800000000000018,0.9600000000000009,-0.40000000000000213
2020-10-22,28.11,29.3,28.83,28.53,27.93,-0.7199999999999989,1.1900000000000013,-0.29999999999999716
2020-10-23,27.55,28.99,28.78,28.63,27.93,-1.2300000000000004,1.4399999999999977,-0.15000000000000213
2020-10-26,32.46,32.07,31.33,30.38,29.28,1.1300000000000026,-0.39000000000000057,-0.9499999999999993
2020-10-27,33.35,32.72,31.33,30.93,29.63,2.020000000000003,-0.6300000000000026,-0.3999999999999986
2020-10-28,40.28,37.75,36.0,34.73,32.38,4.280000000000001,-2.530000000000001,-1.2700000000000031
2020-10-29,37.59,35.84,33.13,32.58,30.78,4.460000000000001,-1.75,-0.5500000000000043
2020-10-30,38.02,36.27,34.1,34.08,31.83,3.9200000000000017,-1.75,-0.020000000000003126
2020-11-02,37.13,35.06,33.38,33.18,30.83,3.75,-2.0700000000000003,-0.20000000000000284
2020-11-03,35.55,33.52,31.43,31.58,29.63,4.119999999999997,-2.029999999999994,0.14999999999999858
2020-11-04,29.57,29.98,28.38,29.18,28.43,1.1900000000000013,0.41000000000000014,0.8000000000000007
2020-11-05,27.58,29.05,27.78,28.78,28.53,-0.20000000000000284,1.4700000000000024,1.0
2020-11-06,24.86,27.37,25.48,27.18,27.7,-0.620000000000001,2.5100000000000016,1.6999999999999993
2020-11-09,25.75,26.88,25.58,26.28,26.28,0.1700000000000017,1.129999999999999,0.7000000000000028
2020-11-10,24.8,26.49,24.68,25.43,25.88,0.120000000000001,1.6899999999999977,0.75
2020-11-11,23.45,25.62,23.83,24.98,25.43,-0.379999999999999,2.1700000000000017,1.1500000000000021
2020-11-12,25.35,27.22,25.88,26.58,26.68,-0.5299999999999976,1.8699999999999974,0.6999999999999993
2020-11-13,23.1,25.69,23.33,25.08,25.73,-0.22999999999999687,2.59,1.75
2020-11-16,22.45,25.35,22.93,24.53,25.53,-0.4800000000000004,2.900000000000002,1.6000000000000014
2020-11-17,22.71,25.38,22.98,24.03,25.23,-0.2699999999999996,2.669999999999998,1.0500000000000007
2020-11-18,23.84,26.39,24.88,26.18,26.23,-1.0399999999999991,2.5500000000000007,1.3000000000000007
2020-11-19,23.11,25.8,24.48,25.93,26.08,-1.370000000000001,2.6900000000000013,1.4499999999999993
2020-11-20,23.7,26.06,24.38,25.83,25.98,-0.6799999999999997,2.3599999999999994,1.4499999999999993
2020-11-23,22.66,25.43,24.1,25.73,25.88,-1.4400000000000013,2.7699999999999996,1.629999999999999
2020-11-24,21.64,24.84,23.6,25.63,25.83,-1.9600000000000009,3.1999999999999993,2.0299999999999976
2020-11-25,21.25,24.42,22.63,24.83,25.33,-1.379999999999999,3.1700000000000017,2.1999999999999993
2020-11-26,21.25,,,,,,,
2020-11-27,20.84,24.43,22.8,24.9,25.35,-1.9600000000000009,3.59,2.099999999999998
2020-11-30,20.57,24.33,22.38,24.58,25.03,-1.8099999999999987,3.759999999999998,2.1999999999999993
2020-12-01,20.77,24.49,22.83,24.43,24.98,-2.0599999999999987,3.719999999999999,1.6000000000000014
2020-12-02,21.17,24.54,22.68,24.33,24.83,-1.509999999999998,3.3699999999999974,1.6499999999999986
2020-12-03,21.28,24.56,22.98,24.48,25.03,-1.6999999999999993,3.2799999999999976,1.5
2020-12-04,20.79,24.29,22.48,24.23,24.88,-1.6900000000000013,3.5,1.75
2020-12-07,21.3,24.52,22.48,24.33,25.08,-1.1799999999999997,3.219999999999999,1.8499999999999979
2020-12-08,20.68,23.87,21.38,23.63,24.58,-0.6999999999999993,3.1900000000000013,2.25
2020-12-09,22.27,24.73,22.53,24.38,25.28,-0.26000000000000156,2.460000000000001,1.8499999999999979
2020-12-10,22.52,25.05,22.53,24.68,25.43,-0.010000000000001563,2.530000000000001,2.1499999999999986
2020-12-11,23.31,26.05,23.63,25.58,26.08,-0.3200000000000003,2.740000000000002,1.9499999999999993
2020-12-14,24.72,27.11,24.28,26.13,26.63,0.4399999999999977,2.3900000000000006,1.8499999999999979
2020-12-15,22.89,25.87,22.88,24.98,25.93,0.010000000000001563,2.9800000000000004,2.1000000000000014
2020-12-16,22.5,25.47,24.1,25.58,25.88,-1.6000000000000014,2.969999999999999,1.4799999999999969
2020-12-17,21.93,25.15,23.83,25.43,25.73,-1.8999999999999986,3.219999999999999,1.6000000000000014
2020-12-18,21.57,25.17,24.18,25.73,26.03,-2.6099999999999994,3.6000000000000014,1.5500000000000007
2020-12-21,25.16,27.58,26.33,27.13,26.83,-1.1699999999999982,2.419999999999998,0.8000000000000007
2020-12-22,24.23,27.25,25.78,26.93,26.83,-1.5500000000000007,3.0199999999999996,1.1499999999999986
2020-12-23,23.31,26.26,24.63,26.18,26.13,-1.3200000000000003,2.950000000000003,1.5500000000000007
2020-12-24,21.53,25.37,23.85,25.66,25.75,-2.3200000000000003,3.84,1.8099999999999987
2020-12-25,21.53,,,,,,,
2020-12-28,21.7,25.15,23.68,25.58,25.68,-1.9800000000000004,3.4499999999999993,1.8999999999999986
2020-12-29,23.08,26.24,24.63,26.43,26.43,-1.5500000000000007,3.16,1.8000000000000007
2020-12-30,22.77,25.44,23.68,25.63,25.88,-0.9100000000000001,2.6700000000000017,1.9499999999999993
2020-12-31,22.75,25.28,23.68,25.58,25.78,-0.9299999999999997,2.530000000000001,1.8999999999999986
2021-01-01,22.75,,,,,,,
2021-01-04,26.97,28.26,26.28,27.13,26.88,0.6899999999999977,1.2900000000000027,0.8499999999999979
2021-01-05,25.34,27.25,25.33,26.43,26.43,0.010000000000001563,1.9100000000000001,1.1000000000000014
2021-01-06,25.07,26.79,25.13,26.28,26.28,-0.05999999999999872,1.7199999999999989,1.1500000000000021
2021-01-07,22.37,25.02,23.23,24.98,25.53,-0.8599999999999994,2.6499999999999986,1.75
2021-01-08,21.56,24.9,22.78,24.83,25.28,-1.2200000000000024,3.34,2.049999999999997
2021-01-11,24.08,26.7,24.48,26.18,26.48,-0.40000000000000213,2.620000000000001,1.6999999999999993
2021-01-12,23.33,26.2,23.33,25.43,25.88,0.0,2.870000000000001,2.1000000000000014
2021-01-13,22.21,25.55,22.68,25.08,25.73,-0.46999999999999886,3.34,2.3999999999999986
2021-01-14,23.25,26.32,23.18,25.33,26.03,0.07000000000000028,3.0700000000000003,2.1499999999999986
