date,CL,ES,GC,SI
2023-02-22,-0.3344452204574742,-0.42405823474567356,0.22743050179044924,0.0
2023-02-23,-0.3443730794487269,-0.3994883722674726,0.22181900944738644,0.0
2023-02-24,-0.35191084235943487,-0.37092695402687387,0.21522201992019527,0.0
2023-02-25,-0.35700619389939686,-0.3386593562737881,0.20766884230469662,0.0
2023-02-26,-0.35962377015525415,-0.3030079861787144,0.19919303384780915,0.0
2023-02-27,-0.35974540403113603,-0.26432906044686605,0.18983225085946007,0.0
2023-02-28,-0.357370251336055,-0.22300904611860353,0.1796280814131837,0.0
2023-03-01,-0.3525147966429524,-0.1794607991185133,0.16862586057868745,0.0
2023-03-02,-0.34521273887872983,-0.1341194391354844,0.15687446900726684,0.0
2023-03-03,-0.33551475743932085,-0.08743800205060602,0.14442611576491723,0.0
2023-03-04,-0.32348816045306267,-0.03988291335239827,0.1313361063779678,0.0
2023-03-05,-0.30921641763357305,0.008070672232487862,0.11766259712176787,0.0
2023-03-06,-0.29279858096432876,0.055943618328236945,0.10346633664406707,0.0
2023-03-07,-0.2743485972356448,0.10325759428215145,0.08881039607100914,0.0
2023-03-08,-0.25399451720534105,0.14953985448642138,0.07375988879482065,0.0
2023-03-09,-0.2318776068718554,0.1943279618959672,0.05838168118812411,0.0
2023-03-10,-0.2081513670279512,0.2371744085465319,0.042744095530110396,0.0
2023-03-11,-0.18298046789973296,0.27765108690633605,0.02691660646441317,0.0
2023-03-12,-0.15653960626502778,0.31535356738501874,0.010969532337259308,0.0
2023-03-13,-0.1290122929832221,0.34990513926042044,-0.005026277212780348,0.0
2023-03-14,-0.1005895793516133,0.38096057464759353,-0.020999756025467137,0.0
2023-03-15,-0.07146873112790232,0.4082095779017109,-0.03687993715153077,0.0
2023-03-16,-0.04185185942168268,0.43137988598958094,-0.052596268144532485,0.0
2023-03-17,-0.011944517957120454,0.45023998885187466,-0.0680789245111743,0.0
2023-03-18,0.018045723557582178,0.4646014425751135,-0.08325911992746117,0.0
2023-03-19,0.047910720052510035,0.47432075226096015,-0.09806941184248417,0.0
2023-03-20,0.07744319571161358,0.47930080577981043,-0.11244400111209052,0.0
2023-03-21,0.10643818255529791,0.47949184408309053,-0.12631902433123002,0.0
2023-03-22,0.13469444300563918,0.47489195837922327,-0.13963283756620096,0.0
2023-03-23,0.16201586656102235,0.46554710920564146,-0.1523262902262323,0.0
2023-03-24,0.1882128308866846,0.4515506672062911,-0.16434298785764515,0.0
2023-03-25,0.2131035178746105,0.43304248020302083,-0.17562954269305306,0.0
2023-03-26,0.23651517553876406,0.41020747588237466,-0.18613581084245992,0.0
2023-03-27,0.2582853169875694,0.38327381405927535,-0.19581511507246394,0.0
2023-03-28,0.2782628481522539,0.3525106069795744,-0.20462445218380457,0.0
2023-03-29,0.29630911644414193,0.318225230439448,-0.21252468406591654,0.0
2023-03-30,0.3122988730627701,0.2807602525880456,-0.21948071157967206,0.0
2023-03-31,0.326121142275993,0.24049001109978463,-0.22546163049578716,0.0
2023-04-01,0.33767999163890594,0.1978168729160432,-0.23044086879608783,0.0
2023-04-02,0.34689519780593836,0.15316721392768903,-0.23439630472763576,0.0
2023-04-03,0.35370280331509435,0.10698715876811887,-0.23731036508522071,0.0
2023-04-04,0.35805556048002335,0.05973812328338962,-0.2391701032855722,0.0
2023-04-05,0.35992325930911956,0.011892204217611727,-0.23996725688642156,0.0
2023-04-06,0.3592929371757509,-0.036072537821668464,-0.2396982842948687,0.0
2023-04-07,0.3561689687844174,-0.08367685498703024,-0.2383643805019662,0.0
2023-04-08,0.3505730358084365,-0.13044510067725237,-0.2359714717736148,0.0
2023-04-09,0.3425439764098804,-0.17590998204092562,-0.23253018932135733,0.0
2023-04-10,0.33213751568616245,-0.21961722901215425,-0.22805582207004713,0.0
