date,vix,rv5,vx1,vx1_return,alt_vrp,signal,position,pnl
2020-02-18,14.83,3.765630575700097,14.88,0.030708656619166774,11.064369424299903,-1.0,-1.0,0.030708656619166774
2020-02-19,14.38,4.429532828903878,15.38,0.033049934672551906,9.950467171096122,-1.0,-1.0,0.033049934672551906
2020-02-20,15.56,9.155803052992399,16.08,0.04450829967332215,6.404196947007602,-1.0,-1.0,0.04450829967332215
2020-02-21,17.08,8.833016472078125,16.93,0.051510932394223996,8.246983527921874,-1.0,-1.0,0.051510932394223996
2020-02-24,25.03,13.068529637360427,20.08,0.1706370986784842,11.961470362639574,-1.0,-1.0,0.1706370986784842
2020-02-25,27.85,13.51264524579647,22.23,0.10171843315257689,14.337354754203531,-1.0,-1.0,0.10171843315257689
2020-02-26,27.56,13.001161447958431,22.33,0.004488337875961257,14.558838552041568,-1.0,-1.0,0.004488337875961257
2020-02-27,39.16,20.981788396024893,26.28,0.1628771277643435,18.178211603975104,-1.0,-1.0,0.1628771277643435
2020-02-28,40.11,18.357607955432687,26.33,0.0019007798918080354,21.752392044567312,-1.0,-1.0,0.0019007798918080354
2020-03-02,33.42,60.89582207979601,26.28,-0.0019007798918080354,-27.47582207979601,0.0,-1.0,-0.0019007798918080354
2020-03-03,36.82,63.599524903345085,29.18,0.10467534947822976,-26.779524903345084,0.0,0.0,-0.0
2020-03-04,31.99,59.98146023769467,27.43,-0.061846238145127685,-27.99146023769467,0.0,0.0,0.0
2020-03-05,39.62,60.40739034463278,31.88,0.15034154897250218,-20.787390344632783,0.0,0.0,-0.0
2020-03-06,41.94,64.04479388370544,35.78,0.11541022415855906,-22.10479388370544,0.0,0.0,-0.0
2020-03-09,54.46,51.05797639033508,44.38,0.21539983942387453,3.402023609664923,-1.0,0.0,-0.0
2020-03-10,47.3,34.97694314008445,41.83,-0.05917513205034064,12.323056859915546,-1.0,-1.0,-0.05917513205034064
2020-03-11,53.9,36.39654622718988,46.35,0.10260750655775697,17.50345377281012,-1.0,-1.0,0.10260750655775697
2020-03-12,75.47,75.34054824153726,58.3,0.22938080134458216,0.1294517584627357,-1.0,-1.0,0.22938080134458216
2020-03-13,57.83,115.74295219390753,53.43,-0.08722970738676628,-57.91295219390753,0.0,-1.0,-0.08722970738676628
2020-03-16,82.69,115.81114156589285,72.63,0.30700567364839637,-33.121141565892856,0.0,0.0,-0.0
2020-03-17,75.91,116.63146840091491,68.83,-0.05373836320780345,-40.721468400914915,0.0,0.0,0.0
2020-03-18,76.45,86.16838263995943,70.48,0.023689285217651346,-9.71838263995943,0.0,0.0,-0.0
2020-03-19,72.0,40.458634524201685,66.3,-0.061139084436107716,31.541365475798315,-1.0,0.0,0.0
2020-03-20,66.04,52.92037913104052,61.53,-0.07466503643941724,13.119620868959487,-1.0,-1.0,-0.07466503643941724
2020-03-23,61.59,94.48899140617098,49.45,-0.21856280268367811,-32.89899140617098,0.0,-1.0,-0.21856280268367811
2020-03-24,61.67,113.03953808132061,48.25,-0.024566230283726398,-51.36953808132061,0.0,0.0,0.0
2020-03-25,63.95,109.60246606790436,51.28,0.060904984827419906,-45.652466067904356,0.0,0.0,-0.0
2020-03-26,61.0,115.99801386644666,45.88,-0.11127152035124466,-54.998013866446655,0.0,0.0,0.0
2020-03-27,65.54,72.03993340291287,53.43,0.15234309370850996,-6.499933402912859,0.0,0.0,-0.0
2020-03-30,57.08,69.74091817019729,49.78,-0.07075908903023409,-12.660918170197291,0.0,0.0,0.0
2020-03-31,53.54,76.5663264154525,46.78,-0.062157535783412765,-23.026326415452495,0.0,0.0,0.0
2020-04-01,57.06,58.59717477196863,51.33,0.09281961541617845,-1.5371747719686297,0.0,0.0,-0.0
2020-04-02,50.91,53.81212230718118,47.18,-0.08430530259268254,-2.9021223071811804,0.0,0.0,0.0
2020-04-03,46.8,53.378375501981026,44.93,-0.04886435089746044,-6.578375501981029,0.0,0.0,0.0
2020-04-06,45.24,49.743619164919686,41.78,-0.07268796695364887,-4.503619164919684,0.0,0.0,0.0
2020-04-07,46.7,41.15584389130775,44.03,0.05245346363924286,5.544156108692256,-1.0,0.0,-0.0
2020-04-08,43.35,43.91636688821718,42.38,-0.0381946669275095,-0.566366888217182,0.0,-1.0,-0.0381946669275095
2020-04-09,41.67,36.88606737194491,41.28,-0.02629843166684598,4.783932628055091,-1.0,0.0,0.0
2020-04-13,41.17,31.06463342277953,40.58,-0.017102786775638368,10.105366577220472,-1.0,-1.0,-0.017102786775638368
2020-04-14,37.76,30.225934591242392,37.88,-0.06885206607979111,7.5340654087576056,-1.0,-1.0,-0.06885206607979111
2020-04-15,40.84,33.958495999945214,36.58,-0.03492162535515808,6.88150400005479,-1.0,-1.0,-0.03492162535515808
2020-04-16,40.11,44.54991185141068,36.53,-0.0013678021555283415,-4.4399118514106775,0.0,-1.0,-0.0013678021555283415
2020-04-17,38.15,41.10458871595772,34.58,-0.05485836055204674,-2.954588715957719,0.0,0.0,0.0
2020-04-20,43.83,40.83974362065316,39.08,0.12233534691943726,2.990256379346839,-1.0,0.0,-0.0
2020-04-21,45.41,40.52439664296875,41.78,0.066806928953838,4.885603357031243,-1.0,-1.0,0.066806928953838
2020-04-22,41.98,23.739576889231454,39.63,-0.05283134892607588,18.240423110768543,-1.0,-1.0,-0.05283134892607588
2020-04-23,41.38,23.328120859756034,39.73,0.0025201626241635466,18.05187914024397,-1.0,-1.0,0.0025201626241635466
2020-04-24,35.93,30.504146522848703,36.78,-0.07715235065033221,5.425853477151296,-1.0,-1.0,-0.07715235065033221
2020-04-27,33.29,18.06932452497218,33.88,-0.08212934939232142,15.220675475027818,-1.0,-1.0,-0.08212934939232142
2020-04-28,33.57,18.18708008263514,34.18,0.008815807903590933,15.382919917364859,-1.0,-1.0,0.008815807903590933
2020-04-29,31.23,19.860018408815534,31.93,-0.06809467096075394,11.369981591184466,-1.0,-1.0,-0.06809467096075394
2020-04-30,34.15,30.852302222584942,33.98,0.062226109517095285,3.297697777415056,-1.0,-1.0,0.062226109517095285
2020-05-01,37.19,35.12700773325219,37.35,0.09456079533504047,2.0629922667478056,-1.0,-1.0,0.09456079533504047
2020-05-04,35.97,37.24372217280699,35.68,-0.045742603867017895,-1.2737221728069912,0.0,-1.0,-0.045742603867017895
2020-05-05,33.61,31.639216000460618,34.03,-0.04734781919899422,1.9707839995393819,-1.0,0.0,0.0
2020-05-06,34.12,27.768818024158705,34.78,0.021800020413322407,6.351181975841293,-1.0,-1.0,0.021800020413322407
2020-05-07,31.44,26.855327725970096,32.13,-0.07925233579836943,4.584672274029906,-1.0,-1.0,-0.07925233579836943
2020-05-08,27.98,20.638108251680645,29.33,-0.09117929013840786,7.341891748319355,-1.0,-1.0,-0.09117929013840786
2020-05-11,27.57,21.497177892900588,27.83,-0.05249630745156031,6.072822107099412,-1.0,-1.0,-0.05249630745156031
2020-05-12,33.04,31.447433120905455,33.08,0.17281429461769138,1.5925668790945444,-1.0,-1.0,0.17281429461769138
2020-05-13,35.28,25.402288674551194,35.08,0.05870229734849186,9.877711325448807,-1.0,-1.0,0.05870229734849186
2020-05-14,32.61,25.401516430995603,32.38,-0.08009021925449344,7.208483569004397,-1.0,-1.0,-0.08009021925449344
2020-05-15,31.89,25.016679403131945,32.13,-0.00775077512172162,6.873320596868055,-1.0,-1.0,-0.00775077512172162
2020-05-18,29.3,20.539099844417112,28.93,-0.10491105413972379,8.760900155582888,-1.0,-1.0,-0.10491105413972379
2020-05-19,30.53,22.754761130337485,30.75,0.06101087526448312,7.775238869662516,-1.0,-1.0,0.06101087526448312
2020-05-20,27.99,22.899615371443517,29.78,-0.03205296699666382,5.090384628556482,-1.0,-1.0,-0.03205296699666382
2020-05-21,29.53,24.26406862314048,31.03,0.041117451204426114,5.26593137685952,-1.0,-1.0,0.041117451204426114
2020-05-22,28.16,24.430137976627776,30.38,-0.021169981292662232,3.729862023372224,-1.0,-1.0,-0.021169981292662232
2020-05-26,28.01,6.279408625365355,29.63,-0.024997135582152996,21.730591374634646,-1.0,-1.0,-0.024997135582152996
2020-05-27,27.62,10.070935350921557,29.08,-0.01873670892015511,17.549064649078446,-1.0,-1.0,-0.01873670892015511
2020-05-28,28.59,13.163213485326274,30.33,0.04208666903517111,15.426786514673726,-1.0,-1.0,0.04208666903517111
2020-05-29,27.51,13.73539568335972,28.83,-0.05072081005017903,13.774604316640282,-1.0,-1.0,-0.05072081005017903
2020-06-01,28.23,18.124609060391418,29.53,0.023990184105520562,10.105390939608583,-1.0,-1.0,0.023990184105520562
2020-06-02,26.84,17.254684542858787,28.23,-0.045021453490433405,9.585315457141213,-1.0,-1.0,-0.045021453490433405
2020-06-03,25.66,16.273307339702043,27.0,-0.04454837626106878,9.386692660297957,-1.0,-1.0,-0.04454837626106878
2020-06-04,25.81,17.335098310486178,26.73,-0.010050335853501569,8.474901689513821,-1.0,-1.0,-0.010050335853501569
2020-06-05,24.52,17.48520438010737,25.33,-0.053797066137243554,7.0347956198926305,-1.0,-1.0,-0.053797066137243554
2020-06-08,25.81,16.826143683187873,26.03,0.027260254992889976,8.983856316812126,-1.0,-1.0,0.027260254992889976
2020-06-09,27.57,18.05112035240278,27.63,0.059652419928851064,9.51887964759722,-1.0,-1.0,0.059652419928851064
2020-06-10,27.57,23.314804841236647,27.48,-0.005443671581176535,4.255195158763353,-1.0,-1.0,-0.005443671581176535
2020-06-11,40.79,33.3786995916373,40.63,0.3910482426454869,7.411300408362699,-1.0,-1.0,0.3910482426454869
2020-06-12,36.09,31.97553172711885,35.08,-0.14687554249565293,4.114468272881155,-1.0,-1.0,-0.14687554249565293
2020-06-15,34.4,44.9611612851397,33.9,-0.034216153117577974,-10.561161285139704,0.0,-1.0,-0.034216153117577974
2020-06-16,33.67,46.01441024375371,33.1,-0.023881732003387057,-12.344410243753707,0.0,0.0,0.0
2020-06-17,33.47,30.054932662930696,33.63,0.01588524336916075,3.4150673370693028,-1.0,0.0,-0.0
2020-06-18,32.94,30.027999587651184,33.58,-0.001487874102783504,2.9120004123488137,-1.0,-1.0,-0.001487874102783504
2020-06-19,35.12,26.189904452547243,35.28,0.04938557948919575,8.930095547452755,-1.0,-1.0,0.04938557948919575
2020-06-22,31.77,45.08677355732758,31.63,-0.10921019382103303,-13.316773557327583,0.0,-1.0,-0.10921019382103303
2020-06-23,31.37,44.370059825327886,31.93,0.009439969409133386,-13.000059825327885,0.0,0.0,-0.0
2020-06-24,33.84,46.8555231109063,33.58,0.05038464492270389,-13.015523110906294,0.0,0.0,-0.0
2020-06-25,32.22,43.3956839610466,32.18,-0.04258551008515754,-11.175683961046602,0.0,0.0,0.0
2020-06-26,34.73,32.71712003084147,34.53,0.0704833698376639,2.0128799691585257,-1.0,0.0,-0.0
2020-06-29,31.78,30.754190373496844,32.33,-0.06583291966455951,1.0258096265031575,-1.0,-1.0,-0.06583291966455951
2020-06-30,30.43,24.869773032315162,30.88,-0.04588686658076613,5.560226967684837,-1.0,-1.0,-0.04588686658076613
2020-07-01,28.62,26.212145442626916,29.83,-0.03459412662991834,2.407854557373085,-1.0,-1.0,-0.03459412662991834
2020-07-02,27.68,14.026674019490232,29.08,-0.025463945861338377,13.653325980509768,-1.0,-1.0,-0.025463945861338377
2020-07-06,27.94,12.167988534072013,29.25,0.005828921012546839,15.772011465927989,-1.0,-1.0,0.005828921012546839
2020-07-07,29.43,15.863855269225063,30.58,0.04446662682305069,13.566144730774937,-1.0,-1.0,0.04446662682305069
2020-07-08,28.08,16.004348707912836,29.53,-0.03493950474508489,12.075651292087162,-1.0,-1.0,-0.03493950474508489
2020-07-09,29.26,16.372521177048757,30.23,0.023428113035535603,12.887478822951245,-1.0,-1.0,0.023428113035535603
2020-07-10,27.29,16.90421483561047,28.78,-0.04915410733214509,10.385785164389528,-1.0,-1.0,-0.04915410733214509
2020-07-13,32.19,13.24004674948361,31.83,0.1007285398347797,18.949953250516387,-1.0,-1.0,0.1007285398347797
2020-07-14,29.52,17.15696500093387,29.63,-0.07162187970852774,12.36303499906613,-1.0,-1.0,-0.07162187970852774
2020-07-15,27.76,15.762338975320727,28.33,-0.044866047743048476,11.997661024679275,-1.0,-1.0,-0.044866047743048476
2020-07-16,28.0,16.089665028389906,28.13,-0.007084691340659699,11.910334971610094,-1.0,-1.0,-0.007084691340659699
2020-07-17,25.68,16.132218370213042,26.43,-0.06233689388556796,9.547781629786957,-1.0,-1.0,-0.06233689388556796
2020-07-20,24.46,6.51579227550565,24.73,-0.06648264708287277,17.94420772449435,-1.0,-1.0,-0.06648264708287277
2020-07-21,24.84,6.673678992782288,24.78,0.0020197946676714373,18.16632100721771,-1.0,-1.0,0.0020197946676714373
2020-07-22,24.32,3.2917280715538357,27.25,0.09501664490825679,21.028271928446166,-1.0,-1.0,0.09501664490825679
2020-07-23,26.08,9.153998198444647,28.78,0.05462718034996872,16.92600180155535,-1.0,-1.0,0.05462718034996872
2020-07-24,25.84,11.7057325144187,28.73,-0.0017388284680235344,14.134267485581299,-1.0,-1.0,-0.0017388284680235344
2020-07-27,24.74,13.350497179499083,27.53,-0.042665553836682246,11.389502820500915,-1.0,-1.0,-0.042665553836682246
2020-07-28,25.44,13.418072488331337,27.53,0.0,12.021927511668665,-1.0,-1.0,0.0
2020-07-29,24.1,14.914111814535511,26.78,-0.0276209788914894,9.18588818546449,-1.0,-1.0,-0.0276209788914894
2020-07-30,24.76,11.71286506168787,27.18,0.01482606845997081,13.047134938312132,-1.0,-1.0,0.01482606845997081
2020-07-31,24.46,11.257384633668254,26.83,-0.012960744285464898,13.202615366331747,-1.0,-1.0,-0.012960744285464898
2020-08-03,24.28,7.696694500879538,26.78,-0.0018653241745059113,16.583305499120463,-1.0,-1.0,-0.0018653241745059113
2020-08-04,23.76,5.541810723736593,25.88,-0.034184870630326714,18.21818927626341,-1.0,-1.0,-0.034184870630326714
2020-08-05,22.99,5.793036340716127,25.33,-0.021481005619115923,17.19696365928387,-1.0,-1.0,-0.021481005619115923
2020-08-06,22.65,5.725740823057947,24.88,-0.017925196142605238,16.92425917694205,-1.0,-1.0,-0.017925196142605238
2020-08-07,22.21,3.5578456911831076,24.63,-0.010099055738532314,18.652154308816893,-1.0,-1.0,-0.010099055738532314
2020-08-10,22.13,5.2844437800577895,23.78,-0.03512032086981076,16.84555621994221,-1.0,-1.0,-0.03512032086981076
2020-08-11,24.03,7.301562465448387,24.93,0.04722700627283061,16.728437534551613,-1.0,-1.0,0.04722700627283061
2020-08-12,22.28,9.651679797555344,23.28,-0.06847727467222908,12.628320202444657,-1.0,-1.0,-0.06847727467222908
2020-08-13,22.13,9.651659497742264,23.23,-0.0021500760809192165,12.478340502257735,-1.0,-1.0,-0.0021500760809192165
2020-08-14,22.05,10.176779313706437,23.28,0.0021500760809192165,11.873220686293564,-1.0,-1.0,0.0021500760809192165
2020-08-17,21.35,8.392609240064486,21.78,-0.06660250535842271,12.957390759935516,-1.0,-1.0,-0.06660250535842271
2020-08-18,21.51,4.739790338501169,21.78,0.0,16.770209661498832,-1.0,-1.0,0.0
2020-08-19,22.54,7.878910394948982,26.23,0.18591167637396788,14.661089605051018,-1.0,-1.0,0.18591167637396788
2020-08-20,22.72,9.464275396560055,25.88,-0.013433324246082456,13.255724603439944,-1.0,-1.0,-0.013433324246082456
2020-08-21,22.54,9.472412460473468,25.93,0.0019301299178731135,13.067587539526532,-1.0,-1.0,0.0019301299178731135
2020-08-24,22.37,11.42905487599936,25.83,-0.0038639924428238714,10.94094512400064,-1.0,-1.0,-0.0038639924428238714
2020-08-25,22.03,6.71818544711287,25.48,-0.013642776403786527,15.311814552887132,-1.0,-1.0,-0.013642776403786527
2020-08-26,23.27,7.138210434488503,26.08,0.023274906354489477,16.131789565511497,-1.0,-1.0,0.023274906354489477
2020-08-27,24.47,6.073395724873217,27.03,0.035778623229904216,18.396604275126784,-1.0,-1.0,0.035778623229904216
2020-08-28,22.96,5.229250702197037,26.95,-0.0029640629333500534,17.730749297802966,-1.0,-1.0,-0.0029640629333500534
2020-08-31,26.41,9.06299472607385,27.88,0.03392628853731683,17.34700527392615,-1.0,-1.0,0.03392628853731683
2020-09-01,26.12,9.895562378742143,28.33,0.016011727950102195,16.224437621257856,-1.0,-1.0,0.016011727950102195
2020-09-02,26.57,12.315834580821369,28.88,0.019228000182200056,14.254165419178632,-1.0,-1.0,0.019228000182200056
2020-09-03,33.6,36.6799108045246,33.88,0.15967555575922843,-3.0799108045246015,0.0,-1.0,0.15967555575922843
2020-09-04,30.75,36.04412717376921,29.65,-0.1333627443401193,-5.294127173769212,0.0,0.0,0.0
2020-09-08,31.46,36.02000492957026,30.23,0.019372683347632424,-4.560004929570262,0.0,0.0,-0.0
2020-09-09,28.81,35.3579912506104,28.38,-0.06315013705947026,-6.547991250610398,0.0,0.0,0.0
2020-09-10,29.71,37.503023682251765,28.78,0.013996029727325165,-7.793023682251764,0.0,0.0,-0.0
2020-09-11,26.87,37.50603388384356,26.33,-0.08897172795100383,-10.636033883843556,0.0,0.0,0.0
2020-09-14,25.85,25.72475230326851,25.73,-0.023051347214565254,0.12524769673149194,-1.0,0.0,0.0
2020-09-15,25.59,17.354696361791948,25.38,-0.013696164007411138,8.235303638208052,-1.0,-1.0,-0.013696164007411138
2020-09-16,26.04,8.340276165591472,30.53,0.1847483444605449,17.699723834408527,-1.0,-1.0,0.1847483444605449
2020-09-17,26.46,11.636416026729739,29.83,-0.023195208220129437,14.823583973270262,-1.0,-1.0,-0.023195208220129437
2020-09-18,25.83,10.555085680323078,30.08,0.008345900554981966,15.27491431967692,-1.0,-1.0,0.008345900554981966
2020-09-21,27.78,11.164356657638752,31.23,0.03751867221334804,16.61564334236125,-1.0,-1.0,0.03751867221334804
2020-09-22,26.86,14.67561540903207,31.38,0.004791576009899323,12.18438459096793,-1.0,-1.0,0.004791576009899323
2020-09-23,28.58,21.193081076706502,32.48,0.03445376798859057,7.386918923293496,-1.0,-1.0,0.03445376798859057
2020-09-24,28.51,24.79998301407063,32.23,-0.007726819466130408,3.7100169859293715,-1.0,-1.0,-0.007726819466130408
2020-09-25,26.38,25.606921759792016,31.23,-0.03151852453235948,0.7730782402079832,-1.0,-1.0,-0.03151852453235948
2020-09-28,26.19,27.575341802635034,30.83,-0.01289092939692793,-1.3853418026350326,0.0,-1.0,-0.01289092939692793
2020-09-29,26.27,14.3311694636964,29.78,-0.034651214642196226,11.9388305363036,-1.0,0.0,0.0
2020-09-30,26.37,13.88424001718189,30.38,0.019947469911763882,12.485759982818111,-1.0,-1.0,0.019947469911763882
2020-10-01,26.7,13.875092918642862,30.68,0.009826479331428661,12.824907081357138,-1.0,-1.0,0.009826479331428661
2020-10-02,27.63,16.146022745175326,32.08,0.04462180649925829,11.483977254824673,-1.0,-1.0,0.04462180649925829
2020-10-05,27.96,9.464437231764265,30.83,-0.039744541100254605,18.495562768235736,-1.0,-1.0,-0.039744541100254605
2020-10-06,29.48,13.703092638605616,31.23,0.01289092939692793,15.776907361394384,-1.0,-1.0,0.01289092939692793
2020-10-07,28.06,20.48608394431261,30.03,-0.039182289299747985,7.573916055687388,-1.0,-1.0,-0.039182289299747985
2020-10-08,26.36,19.334625823594706,28.13,-0.06536025949347346,7.025374176405293,-1.0,-1.0,-0.06536025949347346
2020-10-09,25.0,19.292177961670017,26.88,-0.045454106846817055,5.707822038329983,-1.0,-1.0,-0.045454106846817055
2020-10-12,25.07,13.973016193491276,26.33,-0.02067354214673056,11.096983806508725,-1.0,-1.0,-0.02067354214673056
2020-10-13,26.07,15.508115908215714,26.78,0.01694636675480865,10.561884091784286,-1.0,-1.0,0.01694636675480865
2020-10-14,26.4,16.507314286420076,27.08,0.011140107781047348,9.892685713579922,-1.0,-1.0,0.011140107781047348
2020-10-15,26.97,15.949091108626142,27.58,0.018295424321081555,11.020908891373857,-1.0,-1.0,0.018295424321081555
2020-10-16,27.41,16.47439006646098,27.88,0.010818713527167567,10.93560993353902,-1.0,-1.0,0.010818713527167567
2020-10-19,29.18,9.179673820932445,29.18,0.045573957202316606,20.000326179067557,-1.0,-1.0,0.045573957202316606
2020-10-20,29.35,9.339049780451617,29.28,0.003421145998470987,20.010950219548384,-1.0,-1.0,0.003421145998470987
2020-10-21,28.65,10.139018370450314,29.23,-0.001709109969956213,18.510981629549683,-1.0,-1.0,-0.001709109969956213
2020-10-22,28.11,14.583984371353424,28.83,-0.013779067472843742,13.526015628646576,-1.0,-1.0,-0.013779067472843742
2020-10-23,27.55,14.127907317851484,28.78,-0.0017358101910889268,13.422092682148516,-1.0,-1.0,-0.0017358101910889268
2020-10-26,32.46,15.109388983586825,31.33,0.08489540350487834,17.350611016413175,-1.0,-1.0,0.08489540350487834
2020-10-27,33.35,14.831015464927578,31.33,0.0,18.518984535072423,-1.0,-1.0,0.0
2020-10-28,40.28,15.761378953554425,36.0,0.13894283349200975,24.518621046445574,-1.0,-1.0,0.13894283349200975
2020-10-29,37.59,14.932420744972926,33.13,-0.08307972214430537,22.657579255027077,-1.0,-1.0,-0.08307972214430537
2020-10-30,38.02,16.489478319659582,34.1,0.028858167977666493,21.53052168034042,-1.0,-1.0,0.028858167977666493
2020-11-02,37.13,24.37327163590375,33.38,-0.02134046605578188,12.756728364096254,-1.0,-1.0,-0.02134046605578188
2020-11-03,35.55,20.624355895287437,31.43,-0.06019406742421296,14.92564410471256,-1.0,-1.0,-0.06019406742421296
2020-11-04,29.57,19.9761373707364,28.38,-0.10207817907757955,9.593862629263601,-1.0,-1.0,-0.10207817907757955
2020-11-05,27.58,19.07981559087733,27.78,-0.021368334405698963,8.500184409122667,-1.0,-1.0,-0.021368334405698963
2020-11-06,24.86,11.683438854656051,25.48,-0.08642250662223505,13.176561145343948,-1.0,-1.0,-0.08642250662223505
2020-11-09,25.75,11.249547756933081,25.58,0.003916965446733922,14.500452243066919,-1.0,-1.0,0.003916965446733922
2020-11-10,24.8,12.90917469558283,24.68,-0.035817597113509514,11.89082530441717,-1.0,-1.0,-0.035817597113509514
2020-11-11,23.45,7.453840129110481,23.83,-0.035047907926536226,15.996159870889517,-1.0,-1.0,-0.035047907926536226
2020-11-12,25.35,12.279187828160966,25.88,0.0825251785220491,13.070812171839036,-1.0,-1.0,0.0825251785220491
2020-11-13,23.1,14.544855202282022,23.33,-0.10373038359936126,8.555144797717979,-1.0,-1.0,-0.10373038359936126
2020-11-16,22.45,13.831559502810139,22.93,-0.017293989163525758,8.61844049718986,-1.0,-1.0,-0.017293989163525758
2020-11-17,22.71,14.498898561125815,22.98,0.0021781755507968015,8.211101438874186,-1.0,-1.0,0.0021781755507968015
2020-11-18,23.84,16.300508275428697,24.88,0.07943999545036906,7.5394917245713025,-1.0,-1.0,0.07943999545036906
2020-11-19,23.11,12.705128033477123,24.48,-0.016207810226853248,10.404871966522876,-1.0,-1.0,-0.016207810226853248
2020-11-20,23.7,10.423664769115096,24.38,-0.004093333591000281,13.276335230884904,-1.0,-1.0,-0.004093333591000281
2020-11-23,22.66,13.178722347211739,24.1,-0.011551283556515912,9.481277652788261,-1.0,-1.0,-0.011551283556515912
2020-11-24,21.64,11.503028921553915,23.6,-0.020965128465044724,10.136971078446086,-1.0,-1.0,-0.020965128465044724
2020-11-25,21.25,10.876196612050423,22.63,-0.041970252386118734,10.373803387949577,-1.0,-1.0,-0.041970252386118734
2020-11-27,20.84,11.945733916639934,22.8,0.007484076314949295,8.894266083360066,-1.0,-1.0,0.007484076314949295
2020-11-30,20.57,5.108845349658084,22.38,-0.018592833076616078,15.461154650341916,-1.0,-1.0,-0.018592833076616078
2020-12-01,20.77,5.681957925013197,22.83,0.019907757657925185,15.088042074986802,-1.0,-1.0,0.019907757657925185
2020-12-02,21.17,3.870165561837186,22.68,-0.006591981682153136,17.299834438162815,-1.0,-1.0,-0.006591981682153136
2020-12-03,21.28,3.526870047108456,22.98,0.013140793561058572,17.753129952891545,-1.0,-1.0,0.013140793561058572
2020-12-04,20.79,4.320518854525289,22.48,-0.021998247395119463,16.46948114547471,-1.0,-1.0,-0.021998247395119463
2020-12-07,21.3,5.849412310420992,22.48,0.0,15.45058768957901,-1.0,-1.0,0.0
2020-12-08,20.68,6.95211908139135,21.38,-0.050170119428591065,13.72788091860865,-1.0,-1.0,-0.050170119428591065
2020-12-09,22.27,10.430260480509098,22.53,0.0523918488472539,11.839739519490902,-1.0,-1.0,0.0523918488472539
2020-12-10,22.52,9.338376729487297,22.53,0.0,13.181623270512702,-1.0,-1.0,0.0
2020-12-11,23.31,8.898135818855035,23.63,0.04766933675466323,14.411864181144963,-1.0,-1.0,0.04766933675466323
